customer_id,age,income,engagement_score,loyalty_years,region,gender,channel_preference,membership_tier
448,30,48687,86.66428013198232,1.8,South,F,Online,Gold
449,37,67449,16.57004760979182,1.2,East,F,Store,Gold
450,29,36703,31.668998061700826,1.5,West,F,Online,Silver
451,44,42379,29.71450766428125,2.3,East,F,Store,Gold
452,59,85059,87.26998938489457,0.5,South,M,Mobile,Bronze
453,30,40961,67.59759642668091,2.5,West,M,Mobile,Gold
454,52,133364,79.87145832194587,4.9,West,F,Store,Bronze
455,37,48182,25.7963219804574,4.3,West,M,Store,Bronze
456,33,20000,62.862535861092894,0.5,East,M,Store,Bronze
457,43,52927,57.60285233123112,0.5,South,F,Online,Silver
458,29,43939,83.45020730203883,0.9,West,M,Store,Bronze
459,36,69208,90.7026189876448,1.3,North,F,Store,Bronze
460,27,50847,2.203520376261294,1.6,South,M,Online,Bronze
461,74,33886,67.72797198682048,3.4,North,F,Mobile,Bronze
462,45,20000,6.131744112853173,0.2,North,F,Store,Silver
463,34,32711,55.33700784265824,0.1,West,M,Store,Silver
464,48,23735,29.47564017532414,1.5,West,M,Mobile,Bronze
465,43,27166,31.37088335269198,3.6,East,F,Mobile,Gold
466,41,48741,35.9428918417833,0.6,East,F,Online,Gold
467,54,83696,62.5079524559114,3.1,East,F,Store,Gold
468,56,44237,34.07094660120815,0.9,South,M,Store,Bronze
469,37,20000,73.53720600843776,6.5,East,M,Online,Gold
470,36,45356,41.0482111718131,6.8,North,M,Mobile,Bronze
471,40,66059,7.766966830685903,1.1,East,M,Online,Bronze
472,18,26771,78.59222440592661,0.8,West,F,Mobile,Bronze
473,22,33961,29.290074134677894,1.6,East,F,Online,Gold
474,65,36583,43.843921080327,0.8,South,F,Mobile,Bronze
475,69,24527,68.85894443896825,3.3,South,F,Online,Bronze
476,41,50218,33.91315955772249,5.2,North,M,Mobile,Bronze
477,53,34184,6.601979958524847,3.4,South,F,Mobile,Gold
478,49,44791,38.01818365426855,5.2,East,F,Mobile,Silver
479,85,23301,94.50040968673603,1.5,West,M,Mobile,Bronze
480,61,29180,64.53170533255727,0.5,South,M,Mobile,Silver
481,43,52114,67.47643571805348,4.0,North,F,Store,Silver
482,30,30139,63.59593321012635,1.3,East,M,Mobile,Silver
483,20,86118,20.70022175698424,3.3,North,F,Store,Bronze
484,48,29738,42.415052546125736,0.9,South,M,Mobile,Gold
485,33,40633,75.3430400379685,0.3,South,M,Store,Bronze
486,23,57889,11.035916857762755,14.7,North,F,Store,Silver
487,35,20000,28.507424832881515,0.5,East,M,Online,Bronze
488,28,20000,28.355591738119507,13.4,South,F,Mobile,Bronze
489,70,20000,43.769873831856096,11.4,West,M,Online,Bronze
490,58,68274,98.05650535327632,4.7,South,M,Online,Silver
491,44,27558,7.682752121698372,3.2,East,M,Mobile,Bronze
492,67,130496,52.35139844367891,2.6,South,M,Online,Gold
493,46,27388,18.757103519208833,6.0,North,M,Mobile,Bronze
494,32,39826,97.09697799556467,1.0,South,F,Online,Silver
495,67,78515,12.217046968018956,1.9,South,M,Mobile,Gold
496,53,99016,40.95649923379753,2.9,East,F,Mobile,Silver
497,29,101798,74.050613498626,1.6,North,M,Mobile,Gold
498,42,66448,70.75088837471708,1.7,East,F,Store,Silver
499,31,60598,42.85013505249929,1.2,South,M,Online,Bronze
500,24,48837,35.3058926273191,2.5,West,F,Store,Gold
501,58,53593,40.363625476734185,5.7,South,F,Online,Bronze
502,73,27567,27.16335005270529,0.7,East,M,Online,Silver
503,24,24122,21.32796093197318,8.2,West,M,Online,Gold
504,53,36254,48.820930058330106,3.5,East,M,Store,Bronze
505,35,33353,27.584841850693124,5.2,East,F,Online,Bronze
506,37,28951,29.458704824827763,2.4,North,F,Store,Silver
507,36,51441,66.01885028398115,4.5,West,M,Mobile,Gold
508,32,58550,96.88519583828933,0.0,South,M,Online,Platinum
509,45,37956,60.76008285537814,5.1,East,F,Online,Silver
510,32,76021,8.620967239431662,0.1,South,F,Mobile,Silver
511,49,20520,8.48277777155263,6.6,North,M,Mobile,Platinum
512,44,32963,95.19089886371103,14.5,North,F,Online,Bronze
513,41,25376,30.43178824042603,1.0,West,M,Mobile,Bronze
514,31,20000,10.114631622165067,0.7,North,M,Store,Gold
515,36,34844,60.30541412788777,4.3,North,M,Store,Gold
516,56,34170,62.741229050736344,0.9,South,F,Online,Gold
517,52,77398,65.20197719175013,6.0,North,F,Store,Silver
518,30,49781,27.47280075789659,0.3,North,F,Store,Bronze
519,46,21761,2.495957737233028,0.4,East,F,Online,Silver
520,56,91770,96.53652157599271,11.6,North,M,Mobile,Bronze
521,19,66870,25.838411523419147,3.4,East,F,Online,Bronze
522,53,48583,67.9266025172022,5.6,North,M,Store,Gold
523,35,32427,70.95635711799224,1.2,North,M,Online,Bronze
524,53,22477,61.390734290869084,3.4,West,M,Online,Gold
525,33,30148,31.977832027151173,2.7,West,F,Store,Silver
526,18,62590,27.838529122642512,2.8,East,M,Store,Silver
527,20,93180,60.16915998756761,3.4,North,M,Online,Bronze
528,45,78560,86.74346772755746,2.6,South,F,Store,Bronze
529,48,28440,94.72663916341617,1.7,West,M,Store,Bronze
530,31,20747,11.484674635972006,1.0,South,F,Store,Platinum
531,54,38965,16.328032647174265,4.4,West,F,Store,Gold
532,20,20000,94.52888961952489,0.8,West,F,Store,Silver
533,44,42684,73.91698760514447,3.5,North,M,Store,Bronze
534,26,33731,88.41638865814754,0.8,West,F,Mobile,Platinum
535,35,28766,21.060630779398974,2.9,South,F,Online,Bronze
536,45,20000,59.17100123983079,4.1,West,F,Store,Bronze
537,32,46948,70.41281984732989,0.7,East,F,Online,Silver
538,39,27823,68.33107665925029,0.2,North,M,Mobile,Platinum
539,60,20232,41.407017395803116,0.4,North,F,Store,Bronze
540,36,20000,2.524094277439539,2.8,East,M,Online,Bronze
541,57,35819,58.70967962362205,5.7,East,F,Store,Platinum
542,28,88091,26.05705237878127,0.1,East,M,Store,Bronze
543,52,83335,45.575170368146146,4.0,West,F,Store,Bronze
544,66,28895,95.80052049329791,1.3,North,M,Store,Silver
545,18,26873,40.50449644660104,2.0,East,F,Store,Gold
546,33,45907,84.14035905977825,7.9,West,M,Store,Silver
547,53,22044,19.66551996917586,1.2,East,M,Store,Platinum
548,41,42230,67.57358930447785,1.9,South,M,Mobile,Silver
549,50,53265,97.7236884894554,0.0,South,F,Mobile,Bronze
550,35,67068,11.087416986420742,0.3,North,M,Store,Platinum
551,46,34541,1.8236742804920092,0.9,West,M,Store,Silver
552,42,32799,43.92469647062882,0.1,South,M,Mobile,Bronze
553,62,23412,10.169922822085352,3.0,South,M,Mobile,Silver
554,48,24018,75.0900506179469,1.7,West,F,Mobile,Bronze
555,50,32427,91.54031772100734,2.4,East,M,Store,Bronze
556,38,43637,43.96807629816713,0.6,West,M,Online,Bronze
557,37,57342,26.612452573388655,1.1,East,M,Online,Silver
558,38,24304,44.005928581654366,3.3,South,F,Online,Gold
559,50,76599,72.6213339671501,10.1,South,M,Online,Silver
560,38,31711,1.8963619964567269,0.2,South,M,Store,Platinum
561,49,35929,59.35594495898502,6.6,North,M,Online,Bronze
562,76,24994,61.71587680385053,2.6,North,M,Mobile,Bronze
563,58,20000,64.13113644269761,2.5,North,F,Mobile,Bronze
564,40,56501,24.960185918106845,2.1,West,M,Online,Bronze
565,63,52492,71.69121961443454,0.2,South,M,Mobile,Bronze
566,38,31550,10.047757146845864,0.3,South,F,Store,Gold
567,18,37552,20.72776331021328,2.8,West,F,Online,Platinum
568,29,47003,87.86953461879371,1.3,North,F,Online,Platinum
569,18,20000,74.13359192193008,7.5,West,M,Store,Bronze
570,39,27874,2.3608098471231798,1.6,North,F,Mobile,Gold
571,45,54021,25.58924977661022,0.5,South,M,Store,Bronze
572,70,20000,22.22624181632329,3.8,East,F,Store,Bronze
573,49,42056,27.809826475660284,1.0,North,M,Mobile,Gold
574,41,20000,25.508417257708754,2.2,South,F,Store,Silver
575,57,45853,7.190103278541728,3.6,South,M,Mobile,Bronze
576,18,35674,46.435111143085216,6.9,East,F,Mobile,Silver
577,48,20000,73.54061400383034,4.7,South,M,Store,Bronze
578,56,65014,61.066440747026206,3.4,South,M,Mobile,Gold
579,22,25152,67.6142951912099,3.4,North,M,Store,Silver
580,62,24218,9.033768675087677,8.8,North,M,Mobile,Platinum
581,50,40146,95.19758030750194,1.1,East,M,Online,Bronze
582,38,64493,84.01069155045946,0.0,East,M,Mobile,Bronze
583,54,21852,80.70394153107061,1.0,South,M,Mobile,Silver
584,79,37452,82.47539669913498,0.7,North,M,Store,Silver
585,47,44999,93.33834030514338,3.3,East,F,Mobile,Bronze
586,48,51356,54.88114264525607,3.0,East,M,Online,Gold
587,38,39664,20.827919768894965,2.7,West,M,Online,Gold
588,32,30226,62.061577177401574,0.0,East,F,Mobile,Platinum
589,57,24009,74.54526787312597,3.9,South,M,Mobile,Gold
590,32,37913,74.05382194204851,1.2,North,F,Online,Gold
591,46,21246,52.62345339252113,3.3,East,M,Store,Silver
592,37,20000,7.777413214024228,2.4,West,F,Online,Gold
593,52,45174,37.74018090458266,1.3,North,F,Online,Bronze
594,50,57066,92.15589423787237,0.4,East,M,Mobile,Bronze
595,60,20000,58.860442065985175,0.3,West,F,Mobile,Bronze
596,37,21919,54.29486238231563,5.3,East,M,Online,Silver
597,40,49492,27.61649792383716,7.5,North,M,Store,Bronze
598,30,101594,37.476443071741315,3.1,North,M,Online,Platinum
599,38,36695,89.63926282616376,0.3,North,M,Online,Bronze
600,50,25235,66.97984170515673,1.5,South,F,Store,Bronze
601,56,33141,78.95131564848096,3.9,East,M,Online,Silver
602,31,72217,45.98019688369786,4.5,South,F,Online,Bronze
603,58,26291,63.394474726159636,0.4,North,F,Mobile,Bronze
604,65,24352,25.589977265577545,0.0,West,M,Store,Bronze
605,51,28527,70.84062219806515,3.7,East,M,Mobile,Silver
606,73,22546,43.33253203663039,1.3,South,M,Mobile,Silver
607,33,38612,44.81200596665981,0.9,East,M,Store,Gold
608,26,81825,65.28291013311129,0.0,West,F,Store,Gold
609,18,42682,93.69178152542374,2.3,South,M,Online,Silver
610,67,32010,7.336628314253471,5.7,North,F,Mobile,Bronze
611,54,31385,82.64958049735375,9.5,South,M,Store,Bronze
612,44,20000,29.94592793080712,2.5,East,M,Mobile,Gold
613,49,56475,44.948025996131406,2.2,East,M,Mobile,Bronze
614,28,34929,3.1694195487258865,0.3,East,M,Store,Bronze
615,81,33181,30.80356170559699,2.4,East,F,Online,Gold
616,46,179253,50.76049302038292,1.4,North,F,Mobile,Silver
617,46,42166,6.561431657396462,2.8,South,M,Store,Bronze
618,55,24936,49.61847720893335,1.5,North,F,Online,Bronze
619,52,29343,92.7839522569843,0.8,North,F,Mobile,Platinum
620,48,64487,11.433928592672716,0.3,North,M,Store,Gold
621,33,38431,76.67963207947493,1.1,East,M,Mobile,Gold
622,52,20000,41.55743428422327,0.3,East,F,Store,Silver
623,73,57504,65.86219773790947,0.6,East,F,Store,Silver
624,65,26001,26.763423200537705,13.1,South,F,Mobile,Platinum
625,68,92655,16.78973399159447,1.8,West,F,Mobile,Platinum
626,37,62319,16.885798812851416,2.3,East,M,Store,Bronze
627,30,29037,7.978702618671321,6.2,South,M,Online,Gold
628,43,68906,19.37902378522306,16.3,East,F,Mobile,Bronze
629,45,37568,66.75771911390785,2.6,East,M,Store,Bronze
630,61,55624,88.2873705725073,5.0,North,F,Store,Silver
631,19,46275,81.59844287352502,1.2,North,F,Online,Silver
632,67,23785,68.82829667757393,1.1,North,M,Online,Platinum
633,42,26323,11.932754477699165,1.5,South,F,Online,Bronze
634,38,60777,29.629557183299035,3.3,West,F,Mobile,Silver
635,29,30718,31.670880656924428,3.4,West,M,Store,Platinum
636,20,29678,25.7457376933645,1.1,South,M,Store,Platinum
637,57,22526,51.98556031126259,0.4,East,F,Store,Bronze
638,46,44882,54.01982767308758,3.0,South,F,Online,Bronze
639,25,101850,36.33171154193991,0.4,East,M,Store,Silver
640,25,21295,36.02512671490717,2.6,South,F,Mobile,Bronze
641,39,36757,83.02700419270205,3.5,South,F,Online,Platinum
642,70,73578,79.13999198364887,3.6,South,M,Online,Platinum
643,41,34897,31.47178733639382,4.2,West,M,Online,Bronze
644,22,45532,91.46505594345267,6.2,North,M,Online,Bronze
645,41,21349,95.3286866832481,2.1,South,M,Mobile,Bronze
646,40,44988,33.34751166097404,3.9,West,M,Store,Platinum
647,18,33071,36.08806993051243,2.9,North,M,Mobile,Bronze
648,44,59448,51.05778118877392,0.6,North,F,Store,Silver
649,41,65755,94.17096044083368,0.1,South,F,Mobile,Silver
650,55,132558,87.75562388108884,1.0,East,M,Online,Silver
651,72,48524,11.15422829577539,1.8,East,M,Online,Bronze
652,61,42740,39.88034358387021,2.9,East,F,Mobile,Bronze
653,40,40022,55.78374778522741,5.7,South,F,Mobile,Platinum
654,28,30437,50.81011478260246,0.7,East,F,Store,Platinum
655,83,43012,20.192443725752376,0.4,West,M,Mobile,Gold
656,45,31328,86.02286034564732,9.9,West,M,Mobile,Bronze
657,45,39506,68.0171375166869,0.3,West,F,Store,Bronze
658,44,70178,83.95292911032855,2.0,West,M,Store,Silver
659,47,21954,86.01766365559774,2.6,North,M,Store,Bronze
660,42,64211,75.08722951290824,2.3,West,M,Mobile,Platinum
661,36,70161,44.48184952372202,0.3,East,F,Store,Silver
662,36,34233,61.44412874652703,0.2,South,F,Online,Bronze
663,44,20000,16.876175205854572,0.3,East,M,Online,Platinum
664,36,26798,67.69089633001586,2.6,West,M,Online,Platinum
665,34,69459,18.746072318188794,2.4,North,M,Mobile,Bronze
666,46,35902,69.70100946050552,0.8,West,M,Online,Silver
667,41,22034,23.730217914642896,3.0,South,M,Mobile,Bronze
668,67,28215,12.637578714871777,5.1,East,F,Mobile,Bronze
669,18,55287,17.363164524152786,0.1,South,M,Online,Bronze
670,61,47732,1.1972213866879566,2.1,South,M,Store,Silver
671,63,32226,72.15522216749949,3.5,South,M,Mobile,Platinum
672,18,30229,73.50770385677953,0.9,East,F,Online,Silver
673,39,29855,51.97840164141269,1.1,West,F,Mobile,Bronze
674,39,22897,16.974917304482986,2.9,South,M,Store,Silver
675,23,81445,9.271879413558285,6.8,East,F,Store,Bronze
676,33,30910,2.893767677291414,5.0,North,F,Online,Gold
677,28,66741,17.40906951955685,2.6,East,F,Mobile,Silver
678,71,77703,89.19469796333152,3.9,North,F,Mobile,Bronze
679,59,59823,24.912147328466496,1.4,East,F,Mobile,Bronze
680,64,29266,36.07286139450435,3.1,West,F,Mobile,Gold
681,55,44438,11.429202963651985,1.9,South,M,Online,Bronze
682,28,35878,23.01376917006886,0.6,West,F,Store,Gold
683,37,23112,52.403232507240304,3.6,East,F,Online,Bronze
684,52,42709,61.1675156264696,2.4,South,M,Mobile,Bronze
685,26,20140,25.289879102454893,1.3,North,M,Mobile,Silver
686,55,65764,6.715483763286604,7.3,East,M,Store,Platinum
687,41,28787,39.71225404361247,0.1,South,M,Mobile,Platinum
688,39,40158,24.18613372170708,1.1,North,F,Online,Bronze
689,55,41841,22.735838399750392,0.2,North,F,Online,Bronze
690,51,31905,96.02641746863208,4.4,West,F,Store,Bronze
691,39,48695,62.01374810664668,3.6,East,F,Online,Silver
692,62,28639,56.13096587403749,1.2,North,M,Online,Silver
693,28,56142,42.16173524880887,3.4,South,F,Online,Platinum
694,54,20000,43.46548900958428,1.5,North,F,Online,Platinum
695,53,38684,54.54959537997,4.2,North,M,Mobile,Bronze
696,40,95746,69.94655089657462,1.8,West,F,Online,Silver
697,49,22022,70.51246352200111,1.6,West,F,Store,Gold
698,26,25877,17.997696862839508,8.2,South,F,Store,Gold
699,58,46955,50.51116245558607,0.9,West,F,Online,Bronze
700,42,39727,41.783851408376094,0.4,North,M,Store,Bronze
701,37,43274,87.18216966066903,2.6,North,M,Online,Silver
702,60,46378,63.510473200619266,10.5,West,M,Store,Bronze
703,34,49879,53.7179025751822,1.4,North,M,Store,Bronze
704,23,63249,12.42406957571282,0.2,North,M,Online,Bronze
705,21,44574,60.958151043017736,1.2,South,F,Online,Silver
706,54,32188,12.60318666234311,2.1,West,F,Mobile,Bronze
707,25,50832,34.38345098100945,0.5,North,M,Online,Bronze
708,71,93895,15.141354516618854,3.2,West,M,Online,Bronze
709,18,33985,69.51529105541252,18.3,South,M,Mobile,Gold
710,70,22308,21.41895926977911,1.8,West,F,Online,Gold
711,48,63167,39.794077945614575,1.3,North,M,Online,Silver
712,43,34194,89.67180298425909,1.5,West,F,Mobile,Silver
713,36,20000,21.22732195649806,0.4,North,F,Online,Platinum
714,50,55476,51.27270133191913,6.4,North,F,Online,Bronze
715,44,27787,42.50789445543618,1.6,North,F,Mobile,Bronze
716,61,34708,2.7942800635272436,1.5,South,M,Mobile,Bronze
717,46,42872,79.48305324370847,3.2,West,F,Store,Bronze
718,47,39944,7.835544725145373,1.8,South,F,Online,Bronze
719,39,51778,47.95124707671841,3.1,West,M,Store,Platinum
720,44,29209,56.507151198956045,0.2,South,F,Store,Silver
721,49,46936,63.21421920484412,5.0,East,F,Mobile,Silver
722,19,31895,69.17453130147969,8.5,North,F,Online,Platinum
723,24,52543,26.073965968748794,3.1,North,M,Online,Bronze
724,56,49398,1.987898889186488,9.3,South,F,Mobile,Bronze
725,47,22749,72.62092257313628,0.5,East,F,Store,Silver
726,42,62504,54.03000333541028,1.9,North,M,Mobile,Silver
727,45,27778,83.77565261751762,2.8,West,M,Online,Bronze
728,50,54395,82.31744792716873,2.6,South,F,Mobile,Silver
729,36,43636,84.48929061100043,1.5,North,F,Online,Silver
730,33,91043,49.02437133797447,1.2,North,M,Store,Silver
731,47,32476,34.0292111878497,0.4,South,F,Online,Silver
732,30,30495,79.36426205654563,1.5,South,M,Store,Bronze
733,51,35964,45.67811718989624,0.5,West,F,Store,Bronze
734,19,31207,19.160777443940017,4.0,West,M,Online,Silver
735,60,54174,85.64242793658596,0.7,North,F,Online,Bronze
736,52,20000,88.37342780046238,0.2,North,M,Store,Platinum
737,48,21443,47.16466585787684,2.4,South,M,Mobile,Silver
738,59,21292,8.49427300366896,2.7,North,M,Online,Bronze
739,69,58404,39.394782901776196,6.2,North,M,Store,Gold
740,60,85417,80.55022828679773,2.6,South,M,Store,Silver
741,18,34467,90.27562882607664,1.3,North,F,Mobile,Bronze
742,25,33375,21.143801507261987,4.9,North,F,Online,Gold
743,35,37610,7.630387590501881,2.3,East,M,Store,Gold
744,45,64921,87.85769486015103,0.2,West,F,Mobile,Silver
745,52,22841,39.55108895890866,2.5,South,F,Store,Bronze
746,34,40912,54.634335462488764,7.2,East,F,Online,Silver
747,47,59136,96.83851539302513,1.5,West,F,Mobile,Gold
748,33,46655,7.589908063508062,1.1,West,F,Store,Bronze
749,35,39926,65.18348273775746,0.5,West,F,Mobile,Bronze
750,23,59905,8.33643683491184,0.5,East,M,Online,Gold
751,31,20000,38.171423918183535,1.7,East,F,Mobile,Bronze
752,24,50967,80.57763997415123,2.7,West,F,Online,Gold
753,30,26185,43.9137510428078,0.3,North,F,Store,Silver
754,60,20000,99.72105303639209,8.4,North,M,Online,Silver
755,30,46891,56.34686920971362,4.2,East,F,Store,Bronze
756,84,72173,32.795053110959394,2.7,East,F,Store,Gold
757,52,33903,22.79102126457056,5.3,East,F,Online,Bronze
758,47,58479,35.70153289433002,0.3,West,M,Store,Silver
759,32,81319,37.88079410219553,1.9,North,F,Mobile,Silver
760,55,70084,7.802654094672136,3.0,East,M,Store,Gold
761,36,82452,37.58784574325054,5.3,East,F,Online,Platinum
762,46,52631,46.95961345418327,4.6,South,M,Mobile,Silver
763,83,37711,72.55103747164166,1.0,West,M,Mobile,Bronze
764,43,20000,66.01621898743919,8.5,South,M,Store,Platinum
765,62,32111,71.16779986768627,0.4,North,F,Store,Silver
766,34,23822,1.8280045058088528,6.2,South,M,Online,Bronze
767,44,107524,22.549072558473068,10.6,South,M,Mobile,Bronze
768,71,33258,66.5067445515858,0.6,South,M,Online,Gold
769,35,38622,48.914947449794965,3.8,West,M,Store,Bronze
770,72,47845,1.5260340911662487,0.1,North,F,Mobile,Silver
771,55,37115,80.64496960075041,1.6,South,F,Online,Silver
772,36,84755,77.50814775574341,2.2,West,F,Online,Bronze
773,54,26600,55.2934971363627,2.6,North,F,Online,Silver
774,59,40026,7.57986925185094,8.2,East,M,Online,Bronze
775,54,25053,76.88498990372588,3.3,South,F,Online,Silver
776,21,20000,58.78764518540503,2.0,North,M,Mobile,Silver
777,34,26745,78.41403773863796,5.0,South,F,Online,Silver
778,41,35649,75.4229522471882,9.0,East,F,Mobile,Gold
779,43,29300,80.49720512382588,0.1,North,F,Online,Gold
780,54,25688,52.28279857405786,12.1,West,M,Store,Gold
781,47,20000,14.892127301157984,0.3,North,F,Store,Bronze
782,24,34837,67.44458986458918,5.1,West,F,Online,Bronze
783,50,20000,62.42690472014509,1.0,North,F,Store,Silver
784,54,53105,74.48306553270963,0.4,West,M,Mobile,Platinum
785,53,37843,17.818219599022797,1.7,East,F,Online,Gold
786,61,20000,20.302544790128632,3.1,East,F,Mobile,Gold
787,57,31113,89.15054220471352,1.4,East,M,Online,Bronze
788,51,24932,75.24780204675501,0.2,North,M,Store,Silver
789,43,42599,90.91462038133197,2.7,East,F,Mobile,Silver
790,20,70985,76.11281679522816,7.0,South,F,Store,Bronze
791,51,20000,60.11837529303988,1.4,East,F,Store,Bronze
792,48,38465,65.7591409657595,0.7,West,M,Online,Platinum
793,49,33521,89.02366447006098,1.8,West,M,Mobile,Bronze
794,25,50800,58.301868696682114,0.1,West,M,Store,Bronze
795,28,40400,63.606741108510356,5.2,North,F,Online,Bronze
796,60,24934,16.491194884356457,5.3,South,M,Online,Platinum
797,44,30960,47.91820079149417,2.7,East,F,Online,Silver
798,55,24391,71.92331408385179,1.3,South,M,Store,Silver
799,45,62193,27.823327133320177,4.8,South,M,Online,Platinum
800,45,36704,21.023163871928958,2.4,West,M,Mobile,Bronze
801,59,93957,32.06885401421714,5.2,West,F,Mobile,Silver
802,37,35230,24.908562171290512,3.0,West,F,Store,Bronze
803,46,25483,22.27635106660319,4.6,North,F,Mobile,Bronze
804,38,20000,43.06023344394061,2.7,South,F,Online,Gold
805,38,20000,90.87601287446988,1.6,South,M,Store,Gold
806,40,20000,51.19890502713311,9.5,North,F,Online,Bronze
807,48,41504,19.60411770071698,2.3,North,M,Store,Bronze
808,37,46833,8.620195268706533,2.8,North,F,Store,Silver
809,63,20000,69.9194583686546,0.7,South,F,Online,Bronze
810,31,56812,38.8970776792024,2.9,South,M,Mobile,Bronze
811,42,28523,82.36126371195057,2.5,West,M,Mobile,Bronze
812,38,39081,66.29156609543625,0.6,West,F,Store,Bronze
813,66,81316,79.82790360359549,0.2,South,F,Online,Gold
814,47,56864,27.922657902426426,2.8,West,M,Online,Bronze
815,60,31752,69.54353332364475,4.3,North,M,Store,Bronze
816,22,23257,27.142136484678158,2.2,East,M,Mobile,Silver
817,49,20000,93.96777946557887,0.8,West,M,Online,Gold
818,58,25347,64.00105387180406,3.3,South,M,Mobile,Bronze
819,46,32677,33.12666821735887,0.3,West,F,Mobile,Bronze
820,60,22168,27.681674366934992,1.7,West,F,Store,Bronze
821,37,34008,19.901731922092708,0.5,West,F,Store,Gold
822,66,37738,69.76945493047906,0.6,East,F,Mobile,Silver
823,79,32453,22.6528456867948,0.7,North,M,Online,Gold
824,39,26238,59.935023326821415,1.5,South,M,Online,Platinum
825,38,39510,27.198867665610376,0.2,East,M,Store,Gold
826,66,45295,66.53492553459299,1.5,South,F,Mobile,Silver
827,68,21053,81.67903312551339,2.2,South,M,Online,Silver
828,37,73531,78.02449907132066,2.0,South,M,Online,Bronze
829,38,34568,76.3242817621474,1.4,East,F,Store,Platinum
830,40,36659,19.584518163532955,5.5,North,F,Mobile,Bronze
831,24,51746,9.750109751467352,0.5,South,F,Online,Bronze
832,31,40806,70.19593402025117,2.1,North,M,Store,Silver
833,29,58487,37.46637416564078,0.2,North,M,Online,Bronze
834,33,41921,43.80227641393138,0.2,West,F,Online,Silver
835,44,26736,4.083760186545716,2.6,East,F,Online,Silver
836,48,43510,26.69806847822987,2.5,East,M,Store,Silver
837,68,20499,4.333963983571938,6.3,West,F,Mobile,Gold
838,30,38341,88.03939148752352,2.4,West,M,Store,Bronze
839,59,35717,25.096271638634516,9.6,North,F,Mobile,Silver
840,41,32726,56.1763797877278,0.1,South,F,Online,Silver
841,44,34054,4.85895274545191,0.3,East,F,Mobile,Silver
842,55,20000,67.01789173926015,0.1,South,M,Online,Gold
843,28,27601,32.97970722965529,0.6,South,M,Online,Bronze
844,50,38041,89.89399950880892,2.3,West,F,Store,Silver
845,47,39337,88.92370070446955,3.1,South,M,Online,Bronze
846,52,21723,33.20377121781303,0.1,North,F,Store,Platinum
847,49,68381,90.19512867335632,8.8,West,F,Mobile,Bronze
848,81,23550,99.6196096763791,5.5,South,M,Mobile,Gold
849,35,58966,82.71615074827086,1.1,West,M,Online,Bronze
850,37,44963,84.64226342776767,0.2,North,M,Store,Bronze
851,35,26288,25.6518648747999,0.6,North,M,Online,Silver
852,36,88225,58.093537486917874,0.4,South,F,Store,Gold
853,35,20000,7.6583354827694174,0.4,West,M,Store,Silver
854,62,57502,10.396875745345302,2.2,South,M,Store,Platinum
855,66,59891,99.89036859129577,0.8,South,F,Mobile,Silver
856,36,25969,33.337285693165185,1.3,West,F,Store,Silver
857,32,72855,75.07020729283579,13.7,South,F,Mobile,Bronze
858,52,32047,80.85984024965482,3.5,North,F,Store,Gold
859,36,41954,85.9443038297157,8.9,West,M,Mobile,Bronze
860,54,41363,99.76520144281349,0.5,West,M,Mobile,Gold
861,48,33956,24.908152040429915,1.4,West,F,Mobile,Platinum
862,22,54469,4.994731859110271,2.4,West,F,Online,Platinum
863,68,54000,41.70796028146401,0.2,South,M,Store,Silver
864,71,20000,13.877986313065747,0.0,South,M,Online,Silver
865,35,69714,3.220163027043457,3.3,North,M,Store,Gold
866,39,20000,36.68225588700712,3.1,East,M,Store,Bronze
867,49,60856,78.59008685644841,1.6,East,M,Online,Silver
868,50,63790,57.051888431282016,2.0,North,F,Mobile,Bronze
869,54,21047,31.96502093182505,1.6,East,F,Store,Silver
870,75,29572,65.77985854377926,0.1,North,F,Mobile,Bronze
871,42,20892,23.96979985057226,1.2,South,F,Online,Bronze
872,33,32615,2.423763161136417,0.6,West,M,Mobile,Bronze
873,24,31131,76.67098525720631,0.3,West,F,Store,Silver
874,34,53628,62.7505654015369,9.4,South,M,Store,Silver
875,44,69923,76.46795982559503,2.7,West,M,Store,Bronze
876,71,72972,4.854863652078896,3.9,West,M,Online,Silver
877,37,27416,83.87484315523457,1.1,East,M,Store,Bronze
878,48,32708,62.33309380359403,1.5,South,M,Online,Silver
879,44,20000,56.77613972055137,0.8,East,M,Mobile,Silver
880,62,24271,62.83679076333863,0.3,East,M,Store,Silver
881,82,58831,86.57889143996805,0.6,West,F,Store,Gold
882,37,81453,59.1067141493318,4.8,West,M,Store,Bronze
883,37,20000,58.514087608929756,3.4,South,F,Mobile,Gold
884,60,27004,99.07723654951081,2.4,West,F,Store,Silver
885,55,35839,75.91628653978823,1.9,West,M,Online,Silver
886,72,41776,44.78708673966239,7.7,South,M,Mobile,Silver
887,53,24226,71.03230300325984,0.2,West,F,Mobile,Bronze
888,39,44892,39.53381669748706,1.0,East,F,Mobile,Silver
889,53,28654,23.6586707858664,1.3,South,F,Mobile,Silver
890,61,36054,60.088335811888186,4.6,West,F,Mobile,Bronze
891,57,47721,92.8900277132812,14.7,North,M,Online,Bronze
892,52,36432,92.98481248153081,0.8,South,M,Mobile,Bronze
893,61,29196,34.84862253244354,6.2,South,M,Store,Platinum
894,62,34378,53.2400691559478,5.3,North,F,Mobile,Silver
